NPI,PROVIDER_NAME,PRIMARY_SPECIALTY,DISEASE,SECONDARY_SPECIALTY,TELEHEALTH,FACILITY_NAME,STATE,ZIP,COUNTY_FIPS,COUNTY,TOT_BENES,TOT_SRVCS,BENE_AVG_RISK_SCRE,TOTAL_UTILIZATION_EXACT,AVG_UTILIZATION_PERCENTILE,TELEHEALTH_FLAG,AREA_PROVIDER_COUNT,AREA_TOTAL_BENEFICIARIES,DEMAND_PROXY,AREA_TOTAL_SERVICES,BENEFICIARIES_PER_PROVIDER,DEMAND_PER_PROVIDER,REQUIRED_PROVIDERS,PROVIDER_SHORTAGE,ADEQUACY_SCORE,DEMAND_PRESSURE_SCORE,SERVICES_PER_BENEFICIARY,UTILIZATION_PRESSURE_SCORE,AREA_RISK_SCORE,RISK_SCORE,ACCESS_LEVEL,RECOMMENDED_ADDITIONAL_PROVIDERS,BENEFICIARY_SHARE_OF_AREA,SERVICE_SHARE_OF_AREA,PROVIDER_RISK_SCORE,UTILIZATION_INTENSITY_SCORE,CAPACITY_LOAD_INDEX
1800001579,TAYLOR BENJAMIN,Psychiatry,Mental Health Disorders,Behavioral Health,Yes,COMMUNITY MENTAL HEALTH CENTER - ARLINGTON,TX,76110,48439,Tarrant County,10375,38606.4,1.4732,6.2,55.37,1,36,303860,303860.0,1126999.0,8440.555555555555,8440.555555555555,48,12,75.0,84.0,3.7211,81.33,43.45,50.97,LOW GAP,12,0.034144,0.034256,7.95,29.12,288.19
1800001580,BROWN JAMES,Psychiatry,Mental Health Disorders,Addiction Medicine,No,PSYCHIATRY CARE ASSOCIATES - GRAND PRAIRIE,TX,76184,48439,Tarrant County,10124,39729.8,2.2125,11.1,58.02,0,36,303860,303860.0,1126999.0,8440.555555555555,8440.555555555555,48,12,75.0,84.0,3.9243,81.33,43.45,50.97,LOW GAP,12,0.033318,0.035253,47.7,70.97,281.22
1800001581,MARTIN OLIVIA,Psychiatry,Mental Health Disorders,Child & Adolescent Psychiatry,Yes,BEHAVIORAL HEALTH PARTNERS - ARLINGTON,TX,76176,48439,Tarrant County,8778,33008.7,1.9085,5.8,37.66,1,36,303860,303860.0,1126999.0,8440.555555555555,8440.555555555555,48,12,75.0,84.0,3.7604,81.33,43.45,50.97,LOW GAP,12,0.028888,0.029289,25.85,25.48,243.83
1800001582,THOMPSON EMILY,Psychiatry,Mental Health Disorders,Addiction Medicine,Yes,COMMUNITY MENTAL HEALTH CENTER - ARLINGTON,TX,76132,48439,Tarrant County,7219,23773.2,3.0297,12.7,64.81,1,36,303860,303860.0,1126999.0,8440.555555555555,8440.555555555555,48,12,75.0,84.0,3.2931,81.33,43.45,50.97,LOW GAP,12,0.023758,0.021094,92.7,86.02,200.53
1800001583,CLARK DANIEL,Psychiatry,Mental Health Disorders,Behavioral Health,No,PSYCHIATRY CARE ASSOCIATES - ARLINGTON,TX,76189,48439,Tarrant County,5739,22436.4,2.7427,11.4,51.31,0,36,303860,303860.0,1126999.0,8440.555555555555,8440.555555555555,48,12,75.0,84.0,3.9095,81.33,43.45,50.97,LOW GAP,12,0.018887,0.019908,80.9,73.5,159.42
1800001584,MITCHELL KARAN,Psychiatry,Mental Health Disorders,Child & Adolescent Psychiatry,Yes,PSYCHIATRY CARE ASSOCIATES - ARLINGTON,TX,76161,48439,Tarrant County,7387,29994.6,2.7735,5.0,69.03,1,36,303860,303860.0,1126999.0,8440.555555555555,8440.555555555555,48,12,75.0,84.0,4.0605,81.33,43.45,50.97,LOW GAP,12,0.024311,0.026615,82.2,18.8,205.19
1800001585,WALKER RAHUL,Psychiatry,Mental Health Disorders,Addiction Medicine,No,BEHAVIORAL HEALTH PARTNERS - KELLER,TX,76186,48439,Tarrant County,8597,28327.5,1.9029,11.2,97.44,0,36,303860,303860.0,1126999.0,8440.555555555555,8440.555555555555,48,12,75.0,84.0,3.295,81.33,43.45,50.97,LOW GAP,12,0.028293,0.025135,25.5,71.95,238.81
1800001586,EDWARDS SOPHIA,Psychiatry,Mental Health Disorders,Addiction Medicine,Yes,PSYCHIATRY CARE ASSOCIATES - ARLINGTON,TX,76115,48439,Tarrant County,8988,33595.8,1.5353,5.2,58.84,1,36,303860,303860.0,1126999.0,8440.555555555555,8440.555555555555,48,12,75.0,84.0,3.7379,81.33,43.45,50.97,LOW GAP,12,0.029579,0.02981,9.6,20.38,249.67
1800001587,MORGAN FATIMA,Psychiatry,Mental Health Disorders,Addiction Medicine,Yes,BEHAVIORAL HEALTH PARTNERS - KELLER,TX,76106,48439,Tarrant County,5781,26026.2,2.0291,5.9,73.45,1,36,303860,303860.0,1126999.0,8440.555555555555,8440.555555555555,48,12,75.0,84.0,4.502,81.33,43.45,50.97,LOW GAP,12,0.019025,0.023093,33.8,26.48,160.58
1800001588,WHITE MAYA,Psychiatry,Mental Health Disorders,Behavioral Health,Yes,BEHAVIORAL HEALTH PARTNERS - FORT WORTH,TX,76163,48439,Tarrant County,10870,48379.5,1.9782,6.2,35.42,1,36,303860,303860.0,1126999.0,8440.555555555555,8440.555555555555,48,12,75.0,84.0,4.4507,81.33,43.45,50.97,LOW GAP,12,0.035773,0.042928,30.65,29.12,301.94
1800001589,FOSTER THOMAS,Psychiatry,Mental Health Disorders,Behavioral Health,Yes,COMMUNITY MENTAL HEALTH CENTER - ARLINGTON,TX,76138,48439,Tarrant County,6283,16374.1,2.7197,10.6,46.5,1,36,303860,303860.0,1126999.0,8440.555555555555,8440.555555555555,48,12,75.0,84.0,2.6061,81.33,43.45,50.97,LOW GAP,12,0.020677,0.014529,79.5,66.92,174.53
1800001590,PARKER AMELIA,Psychiatry,Mental Health Disorders,Child & Adolescent Psychiatry,Yes,BEHAVIORAL HEALTH PARTNERS - FORT WORTH,TX,76109,48439,Tarrant County,10436,47237.0,1.393,4.2,43.58,1,36,303860,303860.0,1126999.0,8440.555555555555,8440.555555555555,48,12,75.0,84.0,4.5264,81.33,43.45,50.97,LOW GAP,12,0.034345,0.041914,5.9,11.2,289.89
1800001591,WILSON HANNAH,Psychiatry,Mental Health Disorders,Child & Adolescent Psychiatry,No,PSYCHIATRY CARE ASSOCIATES - FORT WORTH,TX,76183,48439,Tarrant County,8010,31138.6,2.8866,13.0,51.37,0,36,303860,303860.0,1126999.0,8440.555555555555,8440.555555555555,48,12,75.0,84.0,3.8875,81.33,43.45,50.97,LOW GAP,12,0.026361,0.02763,87.55,88.8,222.5
1800001592,GOMEZ NADIA,Psychiatry,Mental Health Disorders,Behavioral Health,Yes,COMMUNITY MENTAL HEALTH CENTER - FORT WORTH,TX,76170,48439,Tarrant County,9691,40026.8,3.2492,3.7,52.17,1,36,303860,303860.0,1126999.0,8440.555555555555,8440.555555555555,48,12,75.0,84.0,4.1303,81.33,43.45,50.97,LOW GAP,12,0.031893,0.035516,96.4,6.65,269.19
1800001593,REED WILLIAM,Psychiatry,Mental Health Disorders,Addiction Medicine,Yes,COMMUNITY MENTAL HEALTH CENTER - GRAND PRAIRIE,TX,76128,48439,Tarrant County,10136,34852.7,2.5915,6.8,15.1,1,36,303860,303860.0,1126999.0,8440.555555555555,8440.555555555555,48,12,75.0,84.0,3.4385,81.33,43.45,50.97,LOW GAP,12,0.033357,0.030925,72.28,34.12,281.56
1800001594,YOUNG BENJAMIN,Psychiatry,Mental Health Disorders,Addiction Medicine,Yes,BEHAVIORAL HEALTH PARTNERS - FORT WORTH,TX,76150,48439,Tarrant County,10978,31322.1,2.4713,13.7,54.4,1,36,303860,303860.0,1126999.0,8440.555555555555,8440.555555555555,48,12,75.0,84.0,2.8532,81.33,43.45,50.97,LOW GAP,12,0.036128,0.027792,64.82,94.25,304.94
1800001595,REED DANIEL,Pulmonary,Respiratory Disease,Critical Care Medicine,Yes,LUNG HEALTH SPECIALISTS - GRAND PRAIRIE,TX,76120,48439,Tarrant County,3787,9902.4,2.812,8.5,53.04,1,42,215016,215016.0,805296.0,5119.428571428572,5119.428571428572,34,0,100.0,18.67,2.6148,13.33,43.6,13.21,ADEQUATE,0,0.017613,0.012297,83.9,49.0,90.17
1800001596,YOUNG KARAN,Pulmonary,Respiratory Disease,Internal Medicine,No,RESPIRATORY CARE GROUP - KELLER,TX,76172,48439,Tarrant County,4329,17997.4,2.6682,3.1,65.04,0,42,215016,215016.0,805296.0,5119.428571428572,5119.428571428572,34,0,100.0,18.67,4.1574,13.33,43.6,13.21,ADEQUATE,0,0.020133,0.022349,76.5,1.15,103.07
1800001597,JACKSON RAHUL,Pulmonary,Respiratory Disease,Internal Medicine,Yes,LUNG HEALTH SPECIALISTS - FORT WORTH,TX,76159,48439,Tarrant County,5018,21055.1,2.2322,4.1,60.75,1,42,215016,215016.0,805296.0,5119.428571428572,5119.428571428572,34,0,100.0,18.67,4.1959,13.33,43.6,13.21,ADEQUATE,0,0.023338,0.026146,49.1,10.22,119.48
1800001598,ROBERTS SOPHIA,Pulmonary,Respiratory Disease,Internal Medicine,No,LUNG HEALTH SPECIALISTS - GRAND PRAIRIE,TX,76135,48439,Tarrant County,4399,16584.0,2.0474,5.5,37.95,0,42,215016,215016.0,805296.0,5119.428571428572,5119.428571428572,34,0,100.0,18.67,3.7699,13.33,43.6,13.21,ADEQUATE,0,0.020459,0.020594,35.15,23.2,104.74
1800001599,ANDERSON FATIMA,Pulmonary,Respiratory Disease,Internal Medicine,Yes,PULMONARY & SLEEP CENTER - ARLINGTON,TX,76197,48439,Tarrant County,4306,20311.8,2.7785,3.9,27.17,1,42,215016,215016.0,805296.0,5119.428571428572,5119.428571428572,34,0,100.0,18.67,4.7171,13.33,43.6,13.21,ADEQUATE,0,0.020026,0.025223,82.5,8.4,102.52
1800001600,KIM MAYA,Pulmonary,Respiratory Disease,Sleep Medicine,No,LUNG HEALTH SPECIALISTS - GRAND PRAIRIE,TX,76152,48439,Tarrant County,7065,32990.7,1.9689,14.0,63.5,0,42,215016,215016.0,805296.0,5119.428571428572,5119.428571428572,34,0,100.0,18.67,4.6696,13.33,43.6,13.21,ADEQUATE,0,0.032858,0.040967,29.75,96.25,168.21
1800001601,TAYLOR THOMAS,Pulmonary,Respiratory Disease,Critical Care Medicine,No,PULMONARY & SLEEP CENTER - KELLER,TX,76178,48439,Tarrant County,5568,17614.7,2.107,3.5,60.94,0,42,215016,215016.0,805296.0,5119.428571428572,5119.428571428572,34,0,100.0,18.67,3.1636,13.33,43.6,13.21,ADEQUATE,0,0.025896,0.021874,39.5,4.85,132.57
1800001602,BROWN AMELIA,Pulmonary,Respiratory Disease,Critical Care Medicine,Yes,LUNG HEALTH SPECIALISTS - GRAND PRAIRIE,TX,76177,48439,Tarrant County,3609,12631.7,2.1156,10.2,24.57,1,42,215016,215016.0,805296.0,5119.428571428572,5119.428571428572,34,0,100.0,18.67,3.5001,13.33,43.6,13.21,ADEQUATE,0,0.016785,0.015686,39.98,63.25,85.93
1800001603,MARTIN HANNAH,Pulmonary,Respiratory Disease,Critical Care Medicine,No,LUNG HEALTH SPECIALISTS - ARLINGTON,TX,76154,48439,Tarrant County,5870,27239.9,2.5709,10.9,69.26,0,42,215016,215016.0,805296.0,5119.428571428572,5119.428571428572,34,0,100.0,18.67,4.6405,13.33,43.6,13.21,ADEQUATE,0,0.0273,0.033826,71.35,69.27,139.76
1800001604,THOMPSON NADIA,Pulmonary,Respiratory Disease,Internal Medicine,No,PULMONARY & SLEEP CENTER - ARLINGTON,TX,76172,48439,Tarrant County,6301,20109.0,3.372,13.3,37.18,0,42,215016,215016.0,805296.0,5119.428571428572,5119.428571428572,34,0,100.0,18.67,3.1914,13.33,43.6,13.21,ADEQUATE,0,0.029305,0.024971,97.7,91.12,150.02
1800001605,CLARK WILLIAM,Pulmonary,Respiratory Disease,Sleep Medicine,Yes,LUNG HEALTH SPECIALISTS - KELLER,TX,76125,48439,Tarrant County,6338,22462.4,2.6524,7.5,76.08,1,42,215016,215016.0,805296.0,5119.428571428572,5119.428571428572,34,0,100.0,18.67,3.5441,13.33,43.6,13.21,ADEQUATE,0,0.029477,0.027893,75.65,40.48,150.9
1800001606,MITCHELL BENJAMIN,Pulmonary,Respiratory Disease,Critical Care Medicine,Yes,LUNG HEALTH SPECIALISTS - GRAND PRAIRIE,TX,76165,48439,Tarrant County,6282,28106.5,1.4629,6.7,64.61,1,42,215016,215016.0,805296.0,5119.428571428572,5119.428571428572,34,0,100.0,18.67,4.4741,13.33,43.6,13.21,ADEQUATE,0,0.029216,0.034902,7.7,33.12,149.57
1800001607,WALKER JAMES,Pulmonary,Respiratory Disease,Internal Medicine,No,PULMONARY & SLEEP CENTER - FORT WORTH,TX,76118,48439,Tarrant County,4404,19160.4,1.1371,12.7,46.91,0,42,215016,215016.0,805296.0,5119.428571428572,5119.428571428572,34,0,100.0,18.67,4.3507,13.33,43.6,13.21,ADEQUATE,0,0.020482,0.023793,2.1,86.02,104.86
1800001608,EDWARDS OLIVIA,Pulmonary,Respiratory Disease,Sleep Medicine,Yes,RESPIRATORY CARE GROUP - FORT WORTH,TX,76156,48439,Tarrant County,5473,21893.5,1.9894,3.9,49.38,1,42,215016,215016.0,805296.0,5119.428571428572,5119.428571428572,34,0,100.0,18.67,4.0003,13.33,43.6,13.21,ADEQUATE,0,0.025454,0.027187,31.08,8.4,130.31
1800001609,MORGAN EMILY,Pulmonary,Respiratory Disease,Sleep Medicine,No,RESPIRATORY CARE GROUP - GRAND PRAIRIE,TX,76181,48439,Tarrant County,5190,14048.6,2.1267,10.5,33.33,0,42,215016,215016.0,805296.0,5119.428571428572,5119.428571428572,34,0,100.0,18.67,2.7069,13.33,43.6,13.21,ADEQUATE,0,0.024138,0.017445,40.65,65.92,123.57
1800001610,WHITE DANIEL,Pulmonary,Respiratory Disease,Internal Medicine,Yes,PULMONARY & SLEEP CENTER - GRAND PRAIRIE,TX,76127,48439,Tarrant County,4768,22294.6,2.2763,12.3,79.64,1,42,215016,215016.0,805296.0,5119.428571428572,5119.428571428572,34,0,100.0,18.67,4.6759,13.33,43.6,13.21,ADEQUATE,0,0.022175,0.027685,51.72,82.12,113.52
1800001611,FOSTER KARAN,Pulmonary,Respiratory Disease,Critical Care Medicine,Yes,PULMONARY & SLEEP CENTER - GRAND PRAIRIE,TX,76160,48439,Tarrant County,5576,19669.1,2.3315,7.7,59.86,1,42,215016,215016.0,805296.0,5119.428571428572,5119.428571428572,34,0,100.0,18.67,3.5275,13.33,43.6,13.21,ADEQUATE,0,0.025933,0.024425,55.3,42.3,132.76
1800001612,PARKER RAHUL,Pulmonary,Respiratory Disease,Internal Medicine,Yes,PULMONARY & SLEEP CENTER - FORT WORTH,TX,76109,48439,Tarrant County,4739,17976.6,1.7538,3.1,54.35,1,42,215016,215016.0,805296.0,5119.428571428572,5119.428571428572,34,0,100.0,18.67,3.7933,13.33,43.6,13.21,ADEQUATE,0,0.02204,0.022323,17.9,1.15,112.83
1800001613,WILSON SOPHIA,Pulmonary,Respiratory Disease,Critical Care Medicine,No,RESPIRATORY CARE GROUP - GRAND PRAIRIE,TX,76185,48439,Tarrant County,5437,18686.4,3.1462,6.8,58.41,0,42,215016,215016.0,805296.0,5119.428571428572,5119.428571428572,34,0,100.0,18.67,3.4369,13.33,43.6,13.21,ADEQUATE,0,0.025286,0.023204,94.4,34.12,129.45
1800001614,GOMEZ FATIMA,Pulmonary,Respiratory Disease,Critical Care Medicine,Yes,RESPIRATORY CARE GROUP - ARLINGTON,TX,76186,48439,Tarrant County,5474,18104.6,2.176,12.3,62.44,1,42,215016,215016.0,805296.0,5119.428571428572,5119.428571428572,34,0,100.0,18.67,3.3074,13.33,43.6,13.21,ADEQUATE,0,0.025459,0.022482,44.65,82.12,130.33
1800001615,REED MAYA,Pulmonary,Respiratory Disease,Internal Medicine,Yes,LUNG HEALTH SPECIALISTS - GRAND PRAIRIE,TX,76119,48439,Tarrant County,5898,24406.6,2.2987,4.6,38.48,1,42,215016,215016.0,805296.0,5119.428571428572,5119.428571428572,34,0,100.0,18.67,4.1381,13.33,43.6,13.21,ADEQUATE,0,0.027431,0.030308,53.2,15.05,140.43
1800001616,YOUNG THOMAS,Pulmonary,Respiratory Disease,Sleep Medicine,No,RESPIRATORY CARE GROUP - GRAND PRAIRIE,TX,76106,48439,Tarrant County,4582,16605.3,2.3158,9.2,41.39,0,42,215016,215016.0,805296.0,5119.428571428572,5119.428571428572,34,0,100.0,18.67,3.624,13.33,43.6,13.21,ADEQUATE,0,0.02131,0.02062,54.45,54.45,109.1
1800001617,JACKSON AMELIA,Pulmonary,Respiratory Disease,Sleep Medicine,No,RESPIRATORY CARE GROUP - FORT WORTH,TX,76187,48439,Tarrant County,5090,17018.1,2.3009,5.2,70.54,0,42,215016,215016.0,805296.0,5119.428571428572,5119.428571428572,34,0,100.0,18.67,3.3434,13.33,43.6,13.21,ADEQUATE,0,0.023673,0.021133,53.4,20.38,121.19
1800001618,ROBERTS HANNAH,Pulmonary,Respiratory Disease,Sleep Medicine,Yes,RESPIRATORY CARE GROUP - GRAND PRAIRIE,TX,76124,48439,Tarrant County,4946,20600.8,1.7294,4.4,56.49,1,42,215016,215016.0,805296.0,5119.428571428572,5119.428571428572,34,0,100.0,18.67,4.1651,13.33,43.6,13.21,ADEQUATE,0,0.023003,0.025582,16.7,12.88,117.76
1800001619,ANDERSON NADIA,Pulmonary,Respiratory Disease,Internal Medicine,Yes,LUNG HEALTH SPECIALISTS - FORT WORTH,TX,76106,48439,Tarrant County,4167,12073.5,2.0655,5.4,71.49,1,42,215016,215016.0,805296.0,5119.428571428572,5119.428571428572,34,0,100.0,18.67,2.8974,13.33,43.6,13.21,ADEQUATE,0,0.01938,0.014993,36.35,22.45,99.21
1800001620,KIM WILLIAM,Pulmonary,Respiratory Disease,Sleep Medicine,Yes,LUNG HEALTH SPECIALISTS - KELLER,TX,76176,48439,Tarrant County,5251,22926.0,2.0441,4.7,36.63,1,42,215016,215016.0,805296.0,5119.428571428572,5119.428571428572,34,0,100.0,18.67,4.366,13.33,43.6,13.21,ADEQUATE,0,0.024421,0.028469,34.85,15.9,125.02
1800001621,TAYLOR BENJAMIN,Pulmonary,Respiratory Disease,Sleep Medicine,No,RESPIRATORY CARE GROUP - FORT WORTH,TX,76173,48439,Tarrant County,5149,19185.2,3.4553,4.3,69.94,0,42,215016,215016.0,805296.0,5119.428571428572,5119.428571428572,34,0,100.0,18.67,3.726,13.33,43.6,13.21,ADEQUATE,0,0.023947,0.023824,98.5,12.12,122.6
1800001622,BROWN JAMES,Pulmonary,Respiratory Disease,Sleep Medicine,Yes,LUNG HEALTH SPECIALISTS - KELLER,TX,76172,48439,Tarrant County,4978,13344.1,2.3236,10.1,48.97,1,42,215016,215016.0,805296.0,5119.428571428572,5119.428571428572,34,0,100.0,18.67,2.6806,13.33,43.6,13.21,ADEQUATE,0,0.023152,0.01657,55.0,62.52,118.52
1800001623,MARTIN OLIVIA,Pulmonary,Respiratory Disease,Critical Care Medicine,No,PULMONARY & SLEEP CENTER - FORT WORTH,TX,76124,48439,Tarrant County,5968,18557.2,2.5459,7.6,60.18,0,42,215016,215016.0,805296.0,5119.428571428572,5119.428571428572,34,0,100.0,18.67,3.1095,13.33,43.6,13.21,ADEQUATE,0,0.027756,0.023044,69.75,41.35,142.1
1800001624,THOMPSON EMILY,Pulmonary,Respiratory Disease,Internal Medicine,Yes,PULMONARY & SLEEP CENTER - ARLINGTON,TX,76194,48439,Tarrant County,3938,11474.2,2.6006,9.2,58.83,1,42,215016,215016.0,805296.0,5119.428571428572,5119.428571428572,34,0,100.0,18.67,2.9137,13.33,43.6,13.21,ADEQUATE,0,0.018315,0.014248,72.95,54.45,93.76
1800001625,CLARK DANIEL,Pulmonary,Respiratory Disease,Critical Care Medicine,Yes,PULMONARY & SLEEP CENTER - FORT WORTH,TX,76146,48439,Tarrant County,5457,25869.7,1.7811,12.9,73.73,1,42,215016,215016.0,805296.0,5119.428571428572,5119.428571428572,34,0,100.0,18.67,4.7406,13.33,43.6,13.21,ADEQUATE,0,0.02538,0.032124,19.05,87.95,129.93
1800001626,MITCHELL KARAN,Pulmonary,Respiratory Disease,Sleep Medicine,No,RESPIRATORY CARE GROUP - ARLINGTON,TX,76141,48439,Tarrant County,5429,23229.0,2.169,3.2,35.42,0,42,215016,215016.0,805296.0,5119.428571428572,5119.428571428572,34,0,100.0,18.67,4.2787,13.33,43.6,13.21,ADEQUATE,0,0.025249,0.028845,44.08,2.17,129.26
1800001627,WALKER RAHUL,Pulmonary,Respiratory Disease,Internal Medicine,No,LUNG HEALTH SPECIALISTS - ARLINGTON,TX,76126,48439,Tarrant County,5902,17065.4,1.4684,3.4,44.66,0,42,215016,215016.0,805296.0,5119.428571428572,5119.428571428572,34,0,100.0,18.67,2.8915,13.33,43.6,13.21,ADEQUATE,0,0.027449,0.021191,7.8,3.98,140.52
1800001628,EDWARDS SOPHIA,Pulmonary,Respiratory Disease,Sleep Medicine,Yes,RESPIRATORY CARE GROUP - FORT WORTH,TX,76199,48439,Tarrant County,5346,20805.5,1.6413,7.6,84.82,1,42,215016,215016.0,805296.0,5119.428571428572,5119.428571428572,34,0,100.0,18.67,3.8918,13.33,43.6,13.21,ADEQUATE,0,0.024863,0.025836,13.08,41.35,127.29
1800001629,MORGAN FATIMA,Pulmonary,Respiratory Disease,Internal Medicine,Yes,PULMONARY & SLEEP CENTER - KELLER,TX,76134,48439,Tarrant County,4216,19261.5,3.3388,5.4,62.32,1,42,215016,215016.0,805296.0,5119.428571428572,5119.428571428572,34,0,100.0,18.67,4.5687,13.33,43.6,13.21,ADEQUATE,0,0.019608,0.023919,97.4,22.45,100.38
1800001630,WHITE MAYA,Pulmonary,Respiratory Disease,Critical Care Medicine,Yes,PULMONARY & SLEEP CENTER - FORT WORTH,TX,76180,48439,Tarrant County,5710,17412.5,1.1563,14.0,67.53,1,42,215016,215016.0,805296.0,5119.428571428572,5119.428571428572,34,0,100.0,18.67,3.0495,13.33,43.6,13.21,ADEQUATE,0,0.026556,0.021622,2.35,96.25,135.95
1800001631,FOSTER THOMAS,Pulmonary,Respiratory Disease,Internal Medicine,No,RESPIRATORY CARE GROUP - FORT WORTH,TX,76127,48439,Tarrant County,4859,22439.8,1.944,7.7,37.51,0,42,215016,215016.0,805296.0,5119.428571428572,5119.428571428572,34,0,100.0,18.67,4.6182,13.33,43.6,13.21,ADEQUATE,0,0.022598,0.027865,27.8,42.3,115.69
1800001632,PARKER AMELIA,Pulmonary,Respiratory Disease,Internal Medicine,No,PULMONARY & SLEEP CENTER - ARLINGTON,TX,76156,48439,Tarrant County,5536,23638.1,3.2545,11.9,49.29,0,42,215016,215016.0,805296.0,5119.428571428572,5119.428571428572,34,0,100.0,18.67,4.2699,13.33,43.6,13.21,ADEQUATE,0,0.025747,0.029353,96.48,78.57,131.81
1800001633,WILSON HANNAH,Pulmonary,Respiratory Disease,Internal Medicine,Yes,RESPIRATORY CARE GROUP - KELLER,TX,76173,48439,Tarrant County,6225,17660.3,2.7203,6.4,76.73,1,42,215016,215016.0,805296.0,5119.428571428572,5119.428571428572,34,0,100.0,18.67,2.837,13.33,43.6,13.21,ADEQUATE,0,0.028951,0.02193,79.6,30.63,148.21
1800001634,GOMEZ NADIA,Pulmonary,Respiratory Disease,Critical Care Medicine,No,LUNG HEALTH SPECIALISTS - ARLINGTON,TX,76153,48439,Tarrant County,3624,10727.0,2.268,7.2,54.81,0,42,215016,215016.0,805296.0,5119.428571428572,5119.428571428572,34,0,100.0,18.67,2.96,13.33,43.6,13.21,ADEQUATE,0,0.016855,0.013321,51.35,38.15,86.29
1800001635,REED WILLIAM,Pulmonary,Respiratory Disease,Sleep Medicine,No,PULMONARY & SLEEP CENTER - GRAND PRAIRIE,TX,76131,48439,Tarrant County,3452,12129.7,1.3516,11.3,35.69,0,42,215016,215016.0,805296.0,5119.428571428572,5119.428571428572,34,0,100.0,18.67,3.5138,13.33,43.6,13.21,ADEQUATE,0,0.016055,0.015062,5.2,72.78,82.19
1800001636,YOUNG BENJAMIN,Pulmonary,Respiratory Disease,Critical Care Medicine,Yes,PULMONARY & SLEEP CENTER - FORT WORTH,TX,76126,48439,Tarrant County,5360,20027.1,2.6139,8.4,52.5,1,42,215016,215016.0,805296.0,5119.428571428572,5119.428571428572,34,0,100.0,18.67,3.7364,13.33,43.6,13.21,ADEQUATE,0,0.024928,0.024869,73.6,48.12,127.62
1800001637,EDWARDS SOPHIA,Rheumatology,Arthritis,Pain Medicine,Yes,MUSCULOSKELETAL HEALTH GROUP - GRAND PRAIRIE,TX,76191,48439,Tarrant County,8068,25292.5,2.5915,9.5,64.77,1,40,265363,265363.0,943422.8,6634.075,6634.075,42,2,95.24,57.33,3.1349,74.67,33.88,32.76,ADEQUATE,2,0.030404,0.026809,72.28,57.0,201.7
1800001638,MORGAN FATIMA,Rheumatology,Arthritis,Geriatric Medicine,Yes,MUSCULOSKELETAL HEALTH GROUP - ARLINGTON,TX,76131,48439,Tarrant County,8375,31280.1,2.9199,9.1,51.75,1,40,265363,265363.0,943422.8,6634.075,6634.075,42,2,95.24,57.33,3.7349,74.67,33.88,32.76,ADEQUATE,2,0.031561,0.033156,88.3,53.65,209.38
1800001639,WHITE MAYA,Rheumatology,Arthritis,Geriatric Medicine,Yes,ARTHRITIS CARE CENTER - KELLER,TX,76122,48439,Tarrant County,4780,21215.2,1.9699,4.5,49.89,1,40,265363,265363.0,943422.8,6634.075,6634.075,42,2,95.24,57.33,4.4383,74.67,33.88,32.76,ADEQUATE,2,0.018013,0.022487,29.88,13.9,119.5
1800001640,FOSTER THOMAS,Rheumatology,Arthritis,Internal Medicine,Yes,ARTHRITIS CARE CENTER - FORT WORTH,TX,76132,48439,Tarrant County,6658,26478.4,2.772,7.1,55.69,1,40,265363,265363.0,943422.8,6634.075,6634.075,42,2,95.24,57.33,3.9769,74.67,33.88,32.76,ADEQUATE,2,0.02509,0.028066,82.1,37.05,166.45
1800001641,PARKER AMELIA,Rheumatology,Arthritis,Pain Medicine,Yes,MUSCULOSKELETAL HEALTH GROUP - FORT WORTH,TX,76189,48439,Tarrant County,8034,25253.5,1.9145,7.3,42.32,1,40,265363,265363.0,943422.8,6634.075,6634.075,42,2,95.24,57.33,3.1433,74.67,33.88,32.76,ADEQUATE,2,0.030276,0.026768,26.3,39.15,200.85
1800001642,WILSON HANNAH,Rheumatology,Arthritis,Internal Medicine,No,ARTHRITIS CARE CENTER - ARLINGTON,TX,76156,48439,Tarrant County,6866,28924.7,1.2857,11.8,58.04,0,40,265363,265363.0,943422.8,6634.075,6634.075,42,2,95.24,57.33,4.2127,74.67,33.88,32.76,ADEQUATE,2,0.025874,0.030659,4.05,77.4,171.65
1800001643,GOMEZ NADIA,Rheumatology,Arthritis,Internal Medicine,No,MUSCULOSKELETAL HEALTH GROUP - GRAND PRAIRIE,TX,76192,48439,Tarrant County,7134,33483.0,1.7901,4.9,85.76,0,40,265363,265363.0,943422.8,6634.075,6634.075,42,2,95.24,57.33,4.6934,74.67,33.88,32.76,ADEQUATE,2,0.026884,0.035491,19.6,17.95,178.35
1800001644,REED WILLIAM,Rheumatology,Arthritis,Geriatric Medicine,Yes,MUSCULOSKELETAL HEALTH GROUP - KELLER,TX,76139,48439,Tarrant County,8223,33479.4,1.6709,12.4,42.56,1,40,265363,265363.0,943422.8,6634.075,6634.075,42,2,95.24,57.33,4.0714,74.67,33.88,32.76,ADEQUATE,2,0.030988,0.035487,14.55,83.0,205.58
1800001645,YOUNG BENJAMIN,Rheumatology,Arthritis,Pain Medicine,Yes,RHEUMATOLOGY ASSOCIATES - FORT WORTH,TX,76157,48439,Tarrant County,6037,16166.0,1.2271,10.0,69.72,1,40,265363,265363.0,943422.8,6634.075,6634.075,42,2,95.24,57.33,2.6778,74.67,33.88,32.76,ADEQUATE,2,0.02275,0.017135,3.25,61.72,150.93
